date,temperature,humidity,wind_speed
2024-01-01,31.59571261519001,11.502633011392415,4.801470980724433
2024-01-02,36.31988715413618,13.016608179273454,5.361197064191099
2024-01-03,35.19599853453137,9.376661141147347,5.292296670833883
2024-01-04,34.60959903823149,15.595275387365302,4.403831150051293
2024-01-05,35.49276594445418,9.98044431721154,4.117097553467052
2024-01-06,33.76088358055904,15.261252175852325,4.322137277247496
2024-01-07,35.30396546329788,17.30075111609614,3.972974058901256
2024-01-08,32.067464580561406,15.482638090242926,5.065589095848847
2024-01-09,33.747859578285734,17.55847046448953,3.4995627264123943
2024-01-10,32.19723312326341,9.624950225885065,5.126267423627015
2024-01-11,33.25242444952924,9.972422219971344,5.13836780448131
2024-01-12,35.766511081676484,12.809702361192105,4.917460295117079
2024-01-13,35.32267790460397,8.566961135053612,5.0645439753375685
2024-01-14,35.929401010644355,16.915171356387575,3.4696287841892524
2024-01-15,32.09781853287913,17.540700946389556,5.2247584551369295
2024-01-16,35.22525824173016,12.455576576125258,3.7260083404742086
2024-01-17,31.976187692962764,15.684342828268445,5.205713980882261
2024-01-18,30.98250487753642,11.584025025365687,3.9004191398939367
2024-01-19,30.850789874018744,8.17047981049864,4.517759824422049
2024-01-20,31.86042473157239,16.52870553806271,4.560023860217797
2024-01-21,36.321136066677994,10.905486912482324,4.0253126349033135
2024-01-22,35.02079582798957,16.261012653479725,4.931714241632564
2024-01-23,35.18953695892885,16.29188658900382,4.451085291744068
2024-01-24,31.472369161815404,9.598332108155887,5.082503733915127
2024-01-25,34.20820058395427,16.30378178985368,4.0990886287281425
2024-01-26,36.19886480031677,9.44106647475992,3.505859820326805
2024-01-27,34.57662054814648,14.73760019186023,4.555458424976171
2024-01-28,32.74159378245265,9.498408804805402,5.0522721202710485
2024-01-29,32.78249571574356,11.395524222728751,5.433188428740467
2024-01-30,32.927647058178145,15.33321817546705,4.540850386411487
2024-01-31,35.81805925065045,11.691966633004853,4.250132586121262
